stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\User\Downloads\CSI2P1-Final-Project-Template - 複製\SourceCode8\allegro5.cfg r
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29127] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.29128] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.29129] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.29130] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.29131] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.29142] added dtor for bitmap 000000000b27fe20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29145] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29146] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29147] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29148] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29149] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29150] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29152] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29153] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29154] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.29160] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.29161] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.29163] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.29164] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.29179] added dtor for bitmap 000000000b27fac0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29181] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29183] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29184] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29185] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29186] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29187] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29188] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29189] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29190] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.29191] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.29192] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.29194] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.29195] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.29209] added dtor for bitmap 000000000b27f910, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29212] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29213] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29214] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29215] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29216] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29217] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29218] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29219] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.29220] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.29222] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.29223] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.29224] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.29225] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.29239] added dtor for bitmap 000000000b25b6e0, func 00007ffcffe21bea
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.29242] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.29243] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.29517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.29520] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.29571] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.29574] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.29625] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.29628] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.31214] removed dtor for bitmap 000000000b27fe20
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.31219] removed dtor for bitmap 000000000b27fac0
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.31221] removed dtor for bitmap 000000000b27f910
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.31234] removed dtor for bitmap 000000000b25b6e0
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [  12.31273] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [  12.31276] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [  12.37398] removed dtor for bitmap 000000000b27fc70
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37410] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37412] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37413] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37414] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37415] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37416] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37417] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37418] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37419] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.37420] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.37421] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.37422] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.37423] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.37437] added dtor for bitmap 000000000b27f910, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37438] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37440] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37441] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37442] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37443] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37444] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37445] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37446] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37447] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.37448] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.37449] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.37450] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.37451] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.37465] added dtor for bitmap 000000000b27fac0, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37468] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37475] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37477] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37478] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37479] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37480] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37481] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37482] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37483] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.37484] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.37485] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.37486] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.37487] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.37503] added dtor for bitmap 000000000b27fc70, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37505] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37507] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37508] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37509] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37510] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37511] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37512] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37513] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37514] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.37515] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.37516] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.37517] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.37518] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.37531] added dtor for bitmap 000000000b27fe20, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37534] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37535] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37536] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37537] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37538] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37539] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37540] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37541] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37542] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.37543] Alpha doesn't match
d3d      D         d3d_disp.cpp:1217 real_choose_bitmap_format        [  12.37544] Adapter format is 23
d3d      D         d3d_disp.cpp:1220 real_choose_bitmap_format        [  12.37545] Found a format
d3d      I         d3d_disp.cpp:2391 d3d_create_bitmap                [  12.37546] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [  12.37559] added dtor for bitmap 000000000b25a960, func 00007ffcffe21bea
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37561] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37563] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37564] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37565] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37566] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37567] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37568] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37569] Fake format
d3d      D         d3d_disp.cpp:1202 real_choose_bitmap_format        [  12.37570] Fake format
d3d      D         d3d_disp.cpp:1210 real_choose_bitmap_format        [  12.37571] Alpha doesn't match
